age,occupation,monthly_income,city_type,date,food,transport,rent,entertainment,utilities,shopping,others,total_expense,overspending_habit
34,Salaried,57743,Semi-Urban,2023-10-13,7195.203084345267,3996.652141743997,12342.426748179605,4118.420080899874,1951.6608922109924,4790.92245583078,2241.4651728811796,36636.7505760917,0
54,Student,90461,Rural,2023-10-30,13401.775775464932,7509.797746633282,9568.98283536068,5757.214707218667,6285.055459782387,12797.28134673367,1971.7985158113015,57291.90638700492,0
56,Business,77199,Urban,2023-05-15,9776.721740317913,5020.032930340151,22528.28071334002,4002.085341329582,3627.799121679384,4257.918402723874,1838.803527875588,51051.64177760651,0
45,Freelancer,149000,Rural,2023-05-22,16334.06359402291,7795.061196642548,14862.994040603236,7951.566158048694,10045.265488712279,8981.131978081894,7119.377950738455,73089.46040685002,0
58,Salaried,142778,Semi-Urban,2023-09-11,15513.481016106,11559.430715674402,28051.060674752644,12546.815961657174,4634.430114204512,20738.620946447554,3057.9786564739243,96101.8180853162,0
52,Student,49430,Urban,2023-02-17,6134.8228852134935,3618.732550475555,15341.115773132431,4773.845113971812,2329.2254951552404,6214.883793741745,2066.9093519868443,40479.53496367713,1
64,Salaried,48834,Rural,2023-09-12,7672.646183263614,4128.717352285371,3959.5333661323566,2974.4993556800423,3000.088845349101,4757.511539506336,2256.381685984164,28749.37832820099,0
35,Freelancer,44435,Rural,2023-05-14,8147.769904515291,4140.111217535454,3703.493371256399,6535.938760906534,1385.6561934072406,6588.825029815985,1203.4839467495146,31705.278424186417,0
31,Business,107212,Rural,2023-10-17,14656.881057651015,6834.370713012756,9800.787245690835,5177.059560842327,3637.4701506184283,9587.787825746409,5253.894421253672,54948.25097481544,0
52,Business,75797,Urban,2023-07-27,12872.319301532121,6468.897958253399,22645.45186658251,6578.518706875965,5027.718599994009,11078.110581113537,1741.0348574053087,66412.05187175685,1
61,Business,63554,Rural,2023-04-11,11945.889532551824,3892.9458791390134,6149.9338039816685,3443.572034290969,3622.9085827070467,6977.749623001839,1479.1015363302329,37512.1009920026,0
58,Student,74555,Semi-Urban,2023-02-15,13291.834114345478,5366.638146565528,13915.443686659293,4399.88037425665,3776.454025193274,4241.245215569954,1829.136677973247,46820.63224056343,0
24,Student,105350,Urban,2023-03-11,21002.28282665622,9856.521780153444,30871.654838693295,17974.991668060044,4758.631254473884,10995.805205653654,3594.126479269728,99054.01405296028,1
58,Business,34716,Urban,2023-05-16,3638.7538081191674,2283.3065758178013,9665.841164056252,2229.731140437592,2301.4162900323936,5191.891573252428,1677.7406857631242,26988.68123747876,0
30,Freelancer,80261,Rural,2023-10-07,15937.403694760324,4074.234227542355,8484.993956888056,11967.43011175053,5186.844582154368,10544.156369097625,2625.3563540482537,58820.41929624151,0
35,Freelancer,47528,Semi-Urban,2023-03-08,7002.113336630287,3006.3638421938695,9083.208072440604,4690.168059543398,3115.6560037086424,3288.3148506680523,1343.414106686936,31529.238271871785,0
54,Student,21995,Urban,2023-01-04,2438.471260740441,2187.2606435819157,7412.919701061095,1509.8876656651466,1269.4573528526814,2744.859293629644,574.3848384396294,18137.240755970553,1
30,Business,42414,Rural,2023-08-12,8205.693803156371,3237.7632729894326,3426.3030750008543,6692.750321006008,2293.1494813469167,3617.1642842868746,1737.9616979599853,29210.785935746444,0
53,Freelancer,33844,Semi-Urban,2023-01-01,6369.609953692682,2998.3958528794437,7054.116040194608,5613.062046062748,1359.8024885202453,3231.919800817313,974.3209456755341,27601.227127842576,1
48,Freelancer,56659,Rural,2023-10-17,10957.983074916274,5403.317142185361,4977.552766607159,4962.388737885031,3292.8277521393397,8358.40208752433,1920.6946061095255,39873.16616736702,0
19,Freelancer,35522,Rural,2023-04-19,6117.507802138172,2695.9136305400093,2691.000993384712,1181.9424208104624,1239.16570695903,2828.2298970165557,986.5664723394831,17740.32692318843,0
33,Student,125449,Urban,2023-09-22,21681.685226248646,10763.039558662278,38577.48915969874,6489.1453062646215,8472.585018327663,13960.599535693287,4373.059474549988,104317.60327944522,1
26,Business,149632,Urban,2023-03-04,24956.24410449471,12739.335186582728,44233.45805771848,27325.80859574914,8829.322043708906,22407.875071182367,7086.337109527516,147578.38016896383,1
26,Salaried,94034,Rural,2023-09-23,15841.534022620066,8051.020469866533,10295.37126766917,18590.754920525575,5931.533814197092,11917.808465822036,2194.845215028825,72822.8681757293,0
55,Business,62322,Urban,2023-05-18,11406.933961745619,3905.0830536360895,18824.168592038426,3638.1136171838743,2731.2175276125654,5049.640059143012,2845.7977956220825,48400.95460698167,0
28,Business,87638,Urban,2023-02-13,15504.355134343909,6675.600088179689,26620.360987728913,8668.884235857378,4022.7073691722953,9211.635490946714,3155.468533678082,73859.01183990698,1
39,Student,121334,Semi-Urban,2023-09-19,23489.927216666063,8199.5237189198,25239.309500435495,6227.932617170218,4168.585048960244,8388.711773839963,3978.134208812591,79692.12408480438,0
50,Freelancer,28524,Semi-Urban,2023-08-04,4705.763871304355,2163.2961287982566,5457.356353148889,1977.920580971405,1812.764409023984,3819.1668632359997,1191.9277284752986,21128.19593495819,0
53,Freelancer,50846,Rural,2023-05-01,9927.4194307841,4042.7773260272156,4099.915275308178,2560.862567697688,2192.9324653001468,5325.234172656704,2397.220301865038,30546.361539639067,0
62,Student,93643,Rural,2023-06-01,17212.6599531066,5769.218743161295,9403.080471888139,7130.015896723198,6508.231727972901,4975.278991335733,3176.0259072296913,54174.51169141756,0
40,Student,80096,Rural,2023-08-01,15923.955075140237,7918.313775938115,7671.053035195258,2402.973835512088,4282.683732653686,10948.633419310734,2381.1673140325665,51528.78018778268,0
62,Student,134930,Rural,2023-08-22,26099.104635502063,8991.076991971137,13713.402639945138,10867.697365807862,5912.177964134366,11498.821117376145,4601.092071076949,81683.37278581364,0
62,Student,103804,Semi-Urban,2023-12-17,19050.35327309673,5713.635653801479,21023.758770797587,18416.319711781292,5430.4969591164945,14904.576796313911,3950.7513314202115,88489.89249632771,1
51,Student,67703,Urban,2023-04-21,11066.574977816868,5415.427658495922,20754.93754985633,2672.8236567610934,4452.897597262647,3672.8357738588666,2655.468649826043,50690.96586387778,0
26,Salaried,44399,Semi-Urban,2023-12-27,7172.573790888579,2681.9684968307993,7961.221947368274,1763.4606955477298,1814.4487027111713,6136.411055513099,2027.7925543356216,29557.87724319527,0
41,Business,95160,Rural,2023-11-16,10123.649644715748,6134.33718221,10294.632486498107,4431.233120275305,6645.842332463823,7202.091303112009,4013.2205251443706,48845.00659441936,0
25,Business,112662,Rural,2023-08-10,15964.872061290034,6400.579186122012,10776.509226657608,8704.070684496477,4898.797934649222,12439.329358929108,2947.906150213096,62132.06460235755,0
24,Business,108667,Semi-Urban,2023-08-14,15741.29485041884,8216.560610307297,21558.96912662865,4765.511109894249,5266.2354743376145,12962.892521209482,5318.942109868935,73830.40580266506,0
53,Freelancer,143182,Semi-Urban,2023-07-29,25622.72846632738,8315.083324243005,28181.80369960708,19403.69140991611,5072.362807304259,10748.428827579406,3720.7018208393524,101064.80035581661,0
35,Salaried,68591,Rural,2023-03-12,8324.541575933437,4220.988030084861,6460.457391567223,9519.815182322462,2820.0091750032266,8151.435564510354,1858.2694293708391,41355.51634879241,0
20,Business,40714,Urban,2023-12-26,4771.022974345152,2173.5080595089066,12214.142972394076,3621.05393478143,1317.5321461821593,4243.7261872974,1608.9589556753476,29949.945230184472,0
45,Freelancer,126167,Rural,2023-03-30,20091.610985081643,11844.704336214638,13349.491160417128,4291.132891857669,5606.578710601796,14772.008722440996,6128.352545485785,76083.87935209966,0
23,Salaried,55877,Semi-Urban,2023-09-19,10084.03723714072,3287.2140452349113,10733.8176754946,4663.023402239255,2730.0940016422123,5852.011855287191,2138.3789623587395,39488.577179397624,0
61,Salaried,104106,Rural,2023-07-07,11485.926674435583,9660.83917263012,11136.868878753456,6535.437489929946,5733.513932689201,12075.297831937369,2674.6577821766796,59302.54176255235,0
61,Freelancer,98018,Rural,2023-04-22,10905.333971660777,5002.21604303014,10627.563653555204,15114.368760904654,3277.05906351634,9466.578229241417,2182.7386707989617,56575.858392707494,0
38,Salaried,119854,Urban,2023-08-27,13007.164372692478,8922.443211203508,35973.87331943327,20448.292854422398,6742.082244998039,14002.151738544815,3953.9715496939875,103049.97929098849,1
45,Freelancer,79136,Rural,2023-09-13,13006.263212041382,5162.594267389597,7796.2163823102765,4552.923051885538,3415.8579622575207,5844.754085554942,1768.9879440040763,41547.59690544334,0
57,Business,53414,Rural,2023-05-30,8043.670226044515,4105.635558900083,5013.710088204114,5251.0806870122715,2792.4010434923666,7419.260785733852,1981.796101683634,34607.554491070834,0
18,Freelancer,140832,Rural,2023-05-07,16757.8229405705,13904.502074860879,14853.870020898095,22954.089027721406,5594.173160760308,10177.500739781148,6222.044063960347,90464.00202855268,0
53,Salaried,106576,Semi-Urban,2023-11-15,11394.238513402943,8728.896160476519,21595.46984708367,4558.449311489807,6202.349623131707,12846.738067729759,3250.6666918529872,68576.80821516737,0
38,Business,98943,Semi-Urban,2023-10-01,14676.966293195732,9066.956202066745,19834.906546934493,17143.952262992956,4601.916701122552,6427.32826792429,4941.411202013156,76693.43747624992,0
60,Business,143592,Urban,2023-11-29,21991.639202042017,9595.151014414701,43505.174651986265,10547.91273829209,5645.510631389805,19771.548630949346,3177.2728355518275,114234.20970462605,0
52,Student,65468,Rural,2023-05-19,10512.185315119292,4837.720188005179,6183.196827570644,5751.141796585907,3682.645899982779,8245.691306158109,2123.766356903546,41336.347690325456,0
30,Student,118841,Semi-Urban,2023-04-13,23083.6560090797,7990.413813967435,23830.289848911292,11332.143905645824,3960.6803577633464,7235.164116335843,5921.328050129417,83353.67610183285,0
27,Salaried,99702,Urban,2023-08-30,19655.16411307932,8832.109675258707,29878.97655214233,6522.929511152547,4016.845516697176,9299.514976476417,3284.2318701608724,81489.77221496738,1
61,Freelancer,92108,Rural,2023-04-27,9543.217946330406,6692.374811278262,9170.388817034935,7055.916962837494,4666.017797852488,12542.189153521518,2857.821537981217,52527.927026836325,0
64,Freelancer,118538,Urban,2023-08-02,16710.51038263297,9314.019710188188,34966.84544902256,6821.25332481216,6809.616790667838,10808.398433615672,5594.815235906812,91025.4593268462,0
27,Salaried,112508,Urban,2023-01-17,18173.423100996737,6490.405100407643,33727.28868197872,9398.300897664192,6270.4991143323105,15585.323414670285,4781.532271658996,94426.7725817089,1
63,Business,66835,Urban,2023-06-28,7095.295649238178,3717.739145591606,20349.997397542196,3120.4297135001793,3576.5678287157375,8636.536276760093,2493.47668013253,48990.042691480514,0
30,Salaried,83333,Urban,2023-08-12,11795.690900433412,6859.432191797811,24287.13888854926,15051.986432249249,4823.397752038558,8453.32756115691,2363.6909493979806,73634.66467562318,1
54,Salaried,62464,Urban,2023-09-27,11228.302436804071,4717.750707041744,17857.55381171894,5890.535010672249,3792.1055795486886,6776.126874485103,2067.8560733467743,52330.23049361757,1
55,Business,132454,Urban,2023-11-09,25959.655460441412,11755.428757187476,39806.18613457367,10029.519222288054,5461.080548428753,9215.035948086079,3735.148019558433,105962.05409056388,0
41,Freelancer,42923,Urban,2023-12-15,5550.528078951248,3733.7396758382692,12157.022081438465,3624.036282152955,2186.317881416133,3796.8531359165463,1245.277066362697,32293.774202076314,0
19,Salaried,136062,Rural,2023-05-14,20588.910065584063,8963.209853118491,13465.103984857975,24726.69288413319,7488.844350856895,16980.297810769425,5631.498784806675,97844.5577341267,0
39,Freelancer,81855,Rural,2023-04-24,14857.275894094775,4918.216582589649,9175.745998946602,5181.743312196592,4807.288285864387,9640.473959247318,3027.366455289806,51608.11048822913,0
34,Salaried,87445,Urban,2023-05-12,17452.414923599008,5322.409223574878,26076.957734558055,3405.2079126027534,3259.374113900562,10606.764253947034,1761.6040413336507,67884.73220351595,0
53,Business,143795,Rural,2023-05-19,27174.67605636989,11742.188138580786,14261.31010743266,7649.214929160017,5040.153072736998,20441.3592119135,5948.751661853359,92257.65317804721,0
31,Business,130454,Urban,2023-12-31,17433.78122818978,6985.395417637335,38787.56566308203,18645.05976065169,8016.519952170566,15910.152682120613,4558.691394303546,110337.16609815555,1
27,Student,141906,Rural,2023-08-20,26761.21675752327,8377.283686553243,14094.531170866989,25506.669939803272,4642.042409567155,12383.815357512485,5271.799962553934,97037.35928438036,0
52,Business,118384,Semi-Urban,2023-04-02,16180.767012984381,8761.593857303267,23893.036698734148,18442.72881283252,4053.536140461019,7569.999737335099,4239.3451379511225,83141.00739760154,0
42,Student,87619,Urban,2023-09-24,10292.954630584121,8279.266825978804,26954.071370247653,13531.198859796665,5540.98060092095,9052.688450665639,2170.456499397833,75821.61723759165,1
20,Salaried,66146,Semi-Urban,2023-04-09,10677.365733049039,5554.448679969822,12396.983156940318,10054.96698833393,1998.6251697831194,5400.349962679434,1988.5710097382987,48071.31070049396,0
64,Freelancer,80032,Urban,2023-07-26,13046.885681838372,4798.091587844099,23069.781973455585,4169.220408917401,5043.999341047767,7196.038909120394,2597.2635376206886,59921.281439844315,0
55,Business,133521,Urban,2023-01-08,19614.602921884118,11695.029823929011,40016.34978475714,18210.901508102463,5107.978305693793,9184.874433821562,4704.732544099959,108534.46932228803,1
34,Business,136378,Semi-Urban,2023-11-17,14045.972058666528,8752.853291787684,27489.98988208634,7476.998487935414,7951.994749633683,12154.298347785536,6734.03549615314,84606.14231404832,0
29,Business,37140,Semi-Urban,2023-04-03,7299.333250134579,3342.304206760746,8336.781056103022,1646.5824725576003,2229.7714551070435,3051.640164148463,1550.9229301662056,27457.335534977658,0
41,Salaried,22670,Semi-Urban,2023-06-07,3114.616477522463,1461.5583178200345,5451.590190443319,1013.1672075223396,1367.9700015892313,2662.9817939847267,659.7951441936646,15731.679133075777,0
46,Student,56519,Urban,2023-12-26,8242.408900564615,3229.900041927358,17798.117208741445,5525.77141437702,3351.493123662204,7626.78884130764,1270.4636371437919,47044.94316772408,1
60,Salaried,64512,Semi-Urban,2023-04-09,8928.258348160272,4292.664332164072,13032.303131238139,9214.56317390147,3389.1542302515554,7447.0418464076865,1546.390879856872,47850.37594198007,0
42,Freelancer,77811,Semi-Urban,2023-08-13,8806.032007752907,4028.3664693542714,16083.98489924829,11918.357368197498,3035.9376432783524,9944.98029728643,1890.626055046715,55708.284740164454,0
53,Salaried,123565,Rural,2023-12-06,17634.99201692785,10779.728278022341,12504.164635174353,8498.80194114489,4485.228653805026,8413.945251489977,4630.816321083715,66947.67709764815,0
43,Freelancer,34691,Rural,2023-07-27,3550.8557977749183,3242.0786077564835,3170.04160128195,2052.4283229183666,1399.3410449683452,4775.809710453631,1362.4932636912897,19553.048348844983,0
55,Business,125156,Semi-Urban,2023-03-14,18146.474435055283,9920.545381479527,24791.939191950783,7833.610845651472,5545.072591958328,11397.641454425131,3685.756130261328,81321.04003078186,0
18,Freelancer,54262,Semi-Urban,2023-02-28,5847.4960149802255,2814.424187284493,10200.612408535479,2583.66570789442,3560.611363972694,6029.857449173271,2645.21363054411,33681.88076238469,0
37,Freelancer,74892,Semi-Urban,2023-10-14,10032.88326537711,5248.948129031117,15417.906455179715,12765.576967871748,3828.119799199045,8055.11422008055,2810.251854210259,58158.800690949545,0
45,Student,45595,Semi-Urban,2023-03-05,8050.893464160562,3802.810001771392,10033.628497364136,8952.916166579816,2137.3528932431554,2442.627238069556,927.0486408578861,36347.27690204651,0
33,Freelancer,77207,Rural,2023-09-13,8671.839321117837,4149.480173836263,7467.432097941738,2601.970240922605,4246.11951952154,5328.628146641738,2734.5916105240644,35200.06111050578,0
64,Freelancer,148590,Urban,2023-02-17,16390.647631154672,13579.113094571296,45136.917656386635,8477.66953232188,9869.90253119906,10188.82590166852,6600.085650828152,110243.1619981302,0
34,Salaried,135589,Semi-Urban,2023-10-06,20960.099249169398,9013.821594027899,26286.52186983522,5693.623302295038,8747.457111902893,15008.157604916949,3676.206490022689,89385.88722217009,0
57,Business,53440,Semi-Urban,2023-07-17,7993.837777122537,2960.1395817730463,9885.684983337185,4998.96600884432,2581.913603928395,4604.214870714875,2590.3519524760786,35615.10877819644,0
45,Salaried,28630,Rural,2023-06-07,4005.3389428523274,1912.8306063087005,2408.9723423156847,1991.342399059254,1498.391810274145,1477.8639258793012,1134.3741300469308,14429.114156736343,0
29,Salaried,51250,Semi-Urban,2023-11-07,9165.073903010574,4140.909139977874,10989.776276568075,2529.1436952190747,1931.057775675922,6136.050230827365,1314.9096196330033,36206.92064091189,0
44,Business,114334,Semi-Urban,2023-01-07,12475.038527849134,6269.019362320685,23403.58698645144,15093.415545424474,4753.809715643403,7193.739899454607,4876.03690172524,74064.64693886897,0
59,Business,149228,Rural,2023-09-05,22436.326617388528,8994.661101532894,15423.621797302536,12315.13853979689,7598.8249430704245,11577.851202267484,5609.228769061084,83955.65297041985,0
64,Freelancer,128572,Semi-Urban,2023-08-20,24859.783211416798,6760.549681493911,25248.299693243585,19279.09415730192,7106.491568417422,14800.750880761989,3367.2314887610937,101422.20068139672,0
47,Freelancer,118748,Semi-Urban,2023-04-16,14440.951377122781,11448.569993064119,24262.197635325625,23203.226071287125,7503.272820733765,10712.470592035366,2809.248641802701,94379.93713137147,0
58,Student,127461,Rural,2023-04-08,20770.411923345007,8616.306639321145,12596.923981183638,20369.744036232943,8598.61909987769,7250.777281270718,3287.61595622083,81490.39891745197,0
51,Salaried,97518,Urban,2023-09-25,15680.337289563515,9185.015953457903,30091.28530373998,6739.3231765518085,3060.353637531708,8414.643270671682,4638.44354958286,77809.40218109946,0
54,Business,94191,Semi-Urban,2023-03-01,14128.123340189155,8131.571568978578,18376.58684089899,2990.61020800365,5004.782972040906,12574.319578887085,4682.051964863149,65888.04647386153,0
23,Freelancer,84791,Semi-Urban,2023-11-04,15657.735910076586,6588.236798778527,17175.655177601075,15914.548517330122,2610.920751788416,12308.637592775684,3047.103419701522,73302.83816805194,1
24,Business,104118,Urban,2023-05-20,20324.37755918016,9185.90512340315,30540.0353572294,14739.796496645411,4596.376469219667,7954.490486791134,3454.5272466161955,90795.50873908514,1
49,Freelancer,120591,Rural,2023-11-24,19341.637169273414,8661.927921130284,11171.941169414438,11853.397447186371,5668.3661314189985,16292.748584616058,2679.366661741938,75669.38508478149,0
49,Student,83753,Urban,2023-07-09,15159.836387091127,4913.807931111746,25484.70988599392,14767.87073620168,5560.551683000172,6873.413400941541,1948.8312031664445,74709.02122750663,1
42,Student,130261,Semi-Urban,2023-05-05,24288.020779182763,8672.631029424194,25517.26757812094,8341.211400435128,4669.26124466503,10381.324333450777,4110.831220216874,85980.5475854957,0
50,Business,80520,Urban,2023-06-12,10284.45962319009,5838.744749991649,23925.301344568248,6781.504887751784,5373.610666639106,4838.633741253709,3599.169623943788,60641.42463733837,0
24,Student,24008,Rural,2023-03-01,4637.796315450807,2024.6104204207986,3393.639352341377,1283.299863516831,1517.603243102874,2817.824973228275,713.106349691097,16387.88051775206,0
29,Business,64464,Semi-Urban,2023-01-31,10989.026483301088,4865.813111650321,12270.747781594246,2718.5485892790525,3773.4617303165455,7812.588532278591,2315.7539917985355,44745.94022021838,0
33,Freelancer,127408,Rural,2023-11-29,19129.236733652324,7517.316914416326,12599.37224600861,11593.851075167137,8178.20386459884,14791.035544156624,6360.296588803033,80169.31296680289,0
33,Salaried,20496,Rural,2023-03-17,3880.2583393750465,1173.632138072591,1847.8728061874058,804.1733481338262,996.998911133318,2616.0742375970076,505.71136196099565,11824.721142460192,0
60,Student,119767,Urban,2023-08-31,22521.250555683455,9396.065788767592,36427.98890959449,3971.5823304083683,4042.5585644949547,13424.218171128858,5406.971925072263,95190.63624515,0
53,Freelancer,148747,Urban,2023-11-13,27873.180972787253,12556.99360127513,44025.977440294686,6493.032649344426,9706.412583245383,9121.692388953817,6036.469484706306,115813.759120607,0
30,Salaried,43212,Rural,2023-09-15,6626.589752845585,3071.120259713787,4201.869132327711,4155.461039095914,2785.3473421579597,5898.3682726058,1391.363709945066,28130.11950869182,0
24,Salaried,40637,Rural,2023-07-09,4498.439537945796,4059.3100521800784,3354.3861745109634,6749.430341029597,1649.2431986829142,4107.355766886732,1184.4871062624793,25602.652177498563,0
53,Salaried,65227,Semi-Urban,2023-11-11,12372.822490778331,6419.450863165089,12865.528565275768,8799.98817801668,3687.50695008031,5717.965566618944,3233.8933256620967,53097.15593959721,1
64,Freelancer,102413,Rural,2023-10-23,11156.613912752837,5730.654808545686,10640.146228373094,8511.080720809892,5002.245842104379,7960.199972970166,3000.1172968479104,52001.05878240396,0
26,Freelancer,139753,Rural,2023-06-26,18698.573597627186,8561.84170190519,14676.5850962947,4829.221449118393,6469.321909936668,17435.62823009632,2811.098645910602,73482.27063088906,0
49,Business,140118,Urban,2023-10-15,26314.616018631015,11954.11961660859,41182.14791366814,26993.69924397059,6934.748038297798,16144.947098604267,6510.022571124933,136034.30050090532,1
28,Salaried,103346,Rural,2023-10-21,19441.060367427748,7279.403483563813,9809.97897004987,15297.224084539997,6266.6599674565105,14772.59100883339,2290.8625349281742,75157.7804167995,0
25,Salaried,29884,Rural,2023-12-14,3033.2849553763826,2723.829568852569,2761.6052065081167,1474.818646543078,1121.6945624860728,2529.622654410726,1468.6205713995198,15113.476165576467,0
50,Salaried,136481,Urban,2023-07-26,26983.38247094983,9086.314880899281,41871.68023657823,6959.226443873887,8759.247374525814,9717.504646965075,6113.615576457931,109490.97163025005,1
40,Business,88259,Semi-Urban,2023-08-03,11947.889115799946,5276.668107332247,18521.35981484726,3971.0286497075385,6149.305407611397,5371.212316831572,1791.712729637089,53029.17614176705,0
42,Salaried,69810,Urban,2023-12-10,13060.009745164116,5538.042687200754,20786.252604150064,9475.833114897685,3699.6299035132824,6239.098310531815,2409.0493723721984,61207.91573782992,1
25,Freelancer,149926,Urban,2023-05-21,24443.81302125875,12293.434287888389,45898.998482706076,26365.047664431506,6533.200204838446,12438.353133550714,5144.684990768981,133117.53178544287,1
62,Salaried,24761,Rural,2023-03-26,3118.2213176436085,1704.100276869252,3160.325543859668,4709.128993401627,1364.620782108745,2681.2224564715493,812.4825680066175,17550.101938361066,0
39,Student,93166,Rural,2023-07-01,15241.015836788716,8413.138300421,9792.29411581796,12342.83348663391,5519.638298003699,11365.76443600262,2139.99657023419,64814.68104390209,0
21,Freelancer,147342,Semi-Urban,2023-11-28,16947.974719329104,13171.700792716589,29586.379156493203,12894.492111161086,5509.082813012697,7818.184066136108,3662.664660502824,89590.4783193516,0
57,Business,36375,Rural,2023-05-08,5283.7235397169825,2770.488699265509,4352.902244105333,2914.8755991358175,2532.268381969811,2105.092513627886,869.6037454091892,20828.954723230527,0
20,Salaried,127045,Semi-Urban,2023-09-26,13776.195641693428,9772.670126375975,24942.721541612653,9891.000281224568,4485.658556959031,7663.245135737034,4294.751664057621,74826.24294766031,0
46,Student,45218,Semi-Urban,2023-02-08,6221.537173786099,4135.55895857332,9718.708150085997,1728.2322652731962,2825.804458355905,4811.941217319649,1587.456940844699,31029.23916423887,0
58,Business,50565,Semi-Urban,2023-01-23,5535.671011980895,4398.221491710557,9232.267564794793,2499.8539032632416,1709.969822213713,5212.0764191606295,1990.0817375595161,30578.14195068334,0
46,Business,122654,Semi-Urban,2023-08-30,23192.094713641003,10633.316329893785,25453.008797827537,10212.967856182613,5142.014336449295,12849.04673548145,4138.123855634717,91620.5726251104,0
51,Freelancer,52975,Rural,2023-04-17,8295.719313468833,4164.071637768575,5701.702170938052,1897.1972256594142,3171.602928100431,3410.23179110318,1101.149959344135,27741.675026382618,0
51,Business,47073,Urban,2023-12-14,7149.944057675191,3722.24324846258,13191.602140234058,3110.3945140228016,2418.742936735514,2600.7592487246457,1946.3536237860947,34140.03976964089,0
45,Business,89726,Urban,2023-05-22,10859.445378230594,8050.482370984426,26539.444259599783,5693.336969471083,5892.668480269491,11719.825884281168,3899.124743564757,72654.32808640129,1
30,Business,21883,Rural,2023-05-25,2539.378154641827,1146.824992407377,2399.8179013612084,1285.5915648808423,1452.2235216051226,1859.164938655136,707.1808869466261,11390.18196049814,0
32,Business,88422,Rural,2023-10-07,13493.202001747157,7942.066982826131,8378.798108201605,17324.296630332803,4562.296185162554,11857.189138756361,3162.727126324443,66720.57617335106,0
40,Salaried,69629,Semi-Urban,2023-09-02,12338.21142261814,3660.468778736448,14524.224963366029,11605.563979676554,3340.5643195937423,4258.576947651775,2941.6077406498257,52669.21815229251,0
61,Salaried,84170,Rural,2023-07-10,9521.004463127338,5017.8695151856045,7669.846511419297,2563.842823088091,4753.631314730194,6488.194324842612,2060.827856502692,38075.21680889583,0
43,Salaried,94489,Urban,2023-10-17,12472.28799002968,7082.3506709777,28353.525041768575,5263.388854189497,4705.296214337343,8762.35670055912,4221.764495669513,70860.96996753143,0
21,Salaried,28381,Rural,2023-06-28,2922.1474011367236,2650.82816069207,2325.930511357251,2285.3730731460682,1311.247174054396,2254.3963865610335,1091.5452137932919,14841.467920740832,0
43,Student,43238,Rural,2023-04-22,7648.302450280291,3134.617617964681,4256.907686130962,5799.078568186946,2895.2095284154684,5823.711936094333,1381.0123644327953,30938.840151505472,0
57,Salaried,33795,Semi-Urban,2023-08-02,5964.650597176108,2219.1134871533695,7219.8435860255495,2236.161759289769,1636.7144550966602,1880.7694692337989,1654.6930154259155,22811.94636940117,0
26,Business,115964,Semi-Urban,2023-05-18,21307.329378298116,10398.422695799016,22802.63239530745,5829.66253025597,6137.710570140076,15611.342672716908,5570.777454788248,87657.87769730578,0
22,Salaried,82999,Semi-Urban,2023-07-19,10531.984022962186,6670.691050585567,17047.60559978693,3805.2925160643686,3842.74955359324,5705.967724395846,3400.232676490819,51004.523143878956,0
49,Salaried,69907,Semi-Urban,2023-01-07,13029.162754046516,6562.639706182128,14321.577740985416,10786.696602989647,3945.6639849900153,9537.179409633041,2710.691113488464,60893.61131231523,1
37,Freelancer,29638,Urban,2023-12-12,4187.529132648887,2844.955696290485,9561.833186538852,2719.8930955325254,1959.8922047836897,2649.0809174436363,1357.099427135072,25280.28366037315,1
28,Business,90467,Rural,2023-01-13,14206.482370867503,4695.956393025667,9318.372713040237,5694.293755690507,3709.7066621078893,13302.115153063552,1958.8028601157146,52885.729907911074,0
32,Salaried,62623,Rural,2023-03-21,12185.667983824862,3629.8390569061476,6016.276358601064,3707.6862873200143,3709.8379176038457,4481.359547871865,3105.0396718531456,36835.70682398095,0
49,Salaried,58492,Semi-Urban,2023-10-13,10230.320129187323,5234.895486109796,10911.257545429791,3704.9909442158737,3967.1832851270433,4504.270465720827,1424.9534223615706,39977.871278152226,0
45,Salaried,46411,Urban,2023-06-08,6893.864227211574,4479.573637779112,13896.881248861253,2707.5435382963005,2599.521762412923,6668.722327065292,996.5241582502974,38242.630899876756,1
39,Student,130724,Urban,2023-09-29,15077.6479286895,7403.908721311295,38387.86596459833,6686.196070067664,5120.767761824776,13708.911708394915,3898.0174709701255,90283.31562585659,0
58,Salaried,40534,Rural,2023-07-20,5695.869545633356,3935.5771682359705,3364.7112825388126,2318.221049901036,1632.842212943532,4252.689392888912,1706.0795782052505,22905.99023034687,0
34,Freelancer,122364,Semi-Urban,2023-05-30,22233.390414290367,9270.888236396147,25182.633183053887,10395.468561213005,4439.385798931119,9121.364466872268,4913.112321869721,85556.24298262653,0
43,Business,49181,Rural,2023-10-23,9712.234468486284,3383.971740260431,4377.715681289482,4467.555829566361,1868.11463129114,5888.973632604624,1034.1521058751532,30732.718089373477,0
61,Business,123069,Rural,2023-10-20,12540.491301258391,8932.143195919722,12619.980255099808,4919.1186069976175,7452.479984337851,7737.797015395892,4431.866586208774,58633.87694521805,0
24,Salaried,39996,Urban,2023-11-30,5232.673449431411,3504.1561029110544,12607.033507127768,1384.9169652278415,1508.0164941608546,5570.019380633754,1298.6055303806481,31105.421429873335,0
